word;type;score
kaputter;ADJX;-0.1513
kaputtere;ADJX;-0.1513
kaputterem;ADJX;-0.1513
kaputteren;ADJX;-0.1513
kaputterer;ADJX;-0.1513
kaputteres;ADJX;-0.1513
kaputtes;ADJX;-0.1513
kaputtest;ADJX;-0.1513
kaputteste;ADJX;-0.1513
kaputtestem;ADJX;-0.1513
kaputtesten;ADJX;-0.1513
kaputtester;ADJX;-0.1513
kaputtestes;ADJX;-0.1513
katastrophal;ADJX;-0.4917
katastrophale;ADJX;-0.4917
katastrophalem;ADJX;-0.4917
katastrophalen;ADJX;-0.4917
katastrophaler;ADJX;-0.4917
katastrophalere;ADJX;-0.4917
katastrophalerem;ADJX;-0.4917
katastrophaleren;ADJX;-0.4917
katastrophalerer;ADJX;-0.4917
katastrophaleres;ADJX;-0.4917
katastrophales;ADJX;-0.4917
katastrophalst;ADJX;-0.4917
katastrophalste;ADJX;-0.4917
katastrophalstem;ADJX;-0.4917
katastrophalsten;ADJX;-0.4917
katastrophalster;ADJX;-0.4917
katastrophalstes;ADJX;-0.4917
katastrophe;NN;-0.5027
katastrophen;NN;-0.5027
kauf;NN;0.004
käufe;NN;0.004
käufen;NN;0.004
kaufes;NN;0.004
kaufs;NN;0.004
keim;NN;-0.0048
keime;NN;-0.0048
keimen;NN;-0.0048
keimes;NN;-0.0048
keimig;ADJX;-0.0048
keims;NN;-0.0048
kenter;VVINF;-0.0048
kentere;VVINF;-0.0048
kenteren;VVINF;-0.0048
kentern;VVINF;-0.0048
kenterst;VVINF;-0.0048
kentert;VVINF;-0.0048
kenterte;VVINF;-0.0048
kenterten;VVINF;-0.0048
kentertest;VVINF;-0.0048
kentertet;VVINF;-0.0048
kinderleicht;ADJX;0.004
kinderleichte;ADJX;0.004
kinderleichtem;ADJX;0.004
kinderleichten;ADJX;0.004
kinderleichter;ADJX;0.004
kinderleichtere;ADJX;0.004
kinderleichterem;ADJX;0.004
kinderleichteren;ADJX;0.004
kinderleichterer;ADJX;0.004
kinderleichteres;ADJX;0.004
kinderleichtes;ADJX;0.004
kinderleichtst;ADJX;0.004
kinderleichtste;ADJX;0.004
kinderleichtstem;ADJX;0.004
kinderleichtsten;ADJX;0.004
kinderleichtster;ADJX;0.004
kinderleichtstes;ADJX;0.004
kipp;VVINF;-0.1814
kippe;VVINF;-0.1814
kippen;VVINF;-0.1814
kippest;VVINF;-0.1814
kippet;VVINF;-0.1814
kippst;VVINF;-0.1814
kippt;VVINF;-0.1814
kippte;VVINF;-0.1814
kippten;VVINF;-0.1814
kipptest;VVINF;-0.1814
kipptet;VVINF;-0.1814
klag;VVINF;-0.3565
klage;NN;-0.0048
klage;VVINF;-0.3565
klagen;NN;-0.0048
klagen;VVINF;-0.3565
kläger;NN;-0.3673
klägern;NN;-0.3673
klägers;NN;-0.3673
klagest;VVINF;-0.3565
klaget;VVINF;-0.3565
klaglos;ADJX;0.004
klaglose;ADJX;0.004
klaglosem;ADJX;0.004
klaglosen;ADJX;0.004
klagloser;ADJX;0.004
klaglosere;ADJX;0.004
klagloserem;ADJX;0.004
klagloseren;ADJX;0.004
klagloserer;ADJX;0.004
klagloseres;ADJX;0.004
klagloses;ADJX;0.004
klaglosest;ADJX;0.004
klagloseste;ADJX;0.004
klaglosestem;ADJX;0.004
klaglosesten;ADJX;0.004
klaglosester;ADJX;0.004
klaglosestes;ADJX;0.004
klagst;VVINF;-0.3565
klagt;VVINF;-0.3565
klagte;VVINF;-0.3565
klagten;VVINF;-0.3565
klagtest;VVINF;-0.3565
klagtet;VVINF;-0.3565
klar;ADJX;0.004
klär;VVINF;0.004
klare;ADJX;0.004
kläre;VVINF;0.004
klarem;ADJX;0.004
klaren;ADJX;0.004
klären;VVINF;0.004
klarer;ADJX;0.004
klarere;ADJX;0.004
klarerem;ADJX;0.004
klareren;ADJX;0.004
klarerer;ADJX;0.004
klareres;ADJX;0.004
klares;ADJX;0.004
klärest;VVINF;0.004
kläret;VVINF;0.004
klarheit;NN;0.004
klarheiten;NN;0.004
klarst;ADJX;0.004
klärst;VVINF;0.004
klarste;ADJX;0.004
klarstem;ADJX;0.004
klarsten;ADJX;0.004
klarster;ADJX;0.004
klarstes;ADJX;0.004
klärt;VVINF;0.004
klärte;VVINF;0.004
klärten;VVINF;0.004
klärtest;VVINF;0.004
klärtet;VVINF;0.004
klasse;ADJX;0.3474
klassee;ADJX;0.3474
klasseem;ADJX;0.3474
klasseen;ADJX;0.3474
klasseer;ADJX;0.3474
klasseere;ADJX;0.3474
klasseerem;ADJX;0.3474
klasseeren;ADJX;0.3474
klasseerer;ADJX;0.3474
klasseeres;ADJX;0.3474
klassees;ADJX;0.3474
klassest;ADJX;0.3474
klasseste;ADJX;0.3474
klassestem;ADJX;0.3474
klassesten;ADJX;0.3474
klassester;ADJX;0.3474
klassestes;ADJX;0.3474
klassisch;ADJX;0.004
klassische;ADJX;0.004
klassischem;ADJX;0.004
klassischen;ADJX;0.004
klassischer;ADJX;0.004
klassischere;ADJX;0.004
klassischerem;ADJX;0.004
klassischeren;ADJX;0.004
klassischerer;ADJX;0.004
klassischeres;ADJX;0.004
klassisches;ADJX;0.004
klassischst;ADJX;0.004
klassischste;ADJX;0.004
klassischstem;ADJX;0.004
klassischsten;ADJX;0.004
klassischster;ADJX;0.004
klassischstes;ADJX;0.004
klein;ADJX;-0.2715
kleine;ADJX;-0.2715
kleinem;ADJX;-0.2715
kleinen;ADJX;-0.2715
kleiner;ADJX;-0.2715
kleinere;ADJX;-0.2715
kleinerem;ADJX;-0.2715
kleineren;ADJX;-0.2715
kleinerer;ADJX;-0.2715
kleineres;ADJX;-0.2715
kleines;ADJX;-0.2715
kleinst;ADJX;-0.2715
kleinste;ADJX;-0.2715
kleinstem;ADJX;-0.2715
kleinsten;ADJX;-0.2715
kleinster;ADJX;-0.2715
kleinstes;ADJX;-0.2715
kletter;VVINF;0.457
klettere;VVINF;0.457
kletteren;VVINF;0.457
klettern;VVINF;0.457
kletterst;VVINF;0.457
klettert;VVINF;0.457
kletterte;VVINF;0.457
kletterten;VVINF;0.457
klettertest;VVINF;0.457
klettertet;VVINF;0.457
klimatisiert;VVINF;0.004
klimatisierte;VVINF;0.004
klimatisiertem;VVINF;0.004
klimatisierten;VVINF;0.004
klimatisierter;VVINF;0.004
klimatisiertere;VVINF;0.004
klimatisierterem;VVINF;0.004
klimatisierteren;VVINF;0.004
klimatisierterer;VVINF;0.004
klimatisierteres;VVINF;0.004
klimatisiertes;VVINF;0.004
klimatisiertst;VVINF;0.004
klimatisiertste;VVINF;0.004
klimatisiertstem;VVINF;0.004
klimatisiertsten;VVINF;0.004
klimatisiertster;VVINF;0.004
klimatisiertstes;VVINF;0.004
klischee;NN;-0.48
klischees;NN;-0.48
klobig;ADJX;-0.0373
klobige;ADJX;-0.0373
klobigem;ADJX;-0.0373
klobigen;ADJX;-0.0373
klobiger;ADJX;-0.0373
klobigere;ADJX;-0.0373
klobigerem;ADJX;-0.0373
klobigeren;ADJX;-0.0373
klobigerer;ADJX;-0.0373
klobigeres;ADJX;-0.0373
klobiges;ADJX;-0.0373
klobigst;ADJX;-0.0373
klobigste;ADJX;-0.0373
klobigstem;ADJX;-0.0373
klobigsten;ADJX;-0.0373
klobigster;ADJX;-0.0373
klobigstes;ADJX;-0.0373
klug;ADJX;0.3532
kluge;ADJX;0.3532
klugem;ADJX;0.3532
klugen;ADJX;0.3532
kluger;ADJX;0.3532
klüger;ADJX;0.3532
klügere;ADJX;0.3532
klügerem;ADJX;0.3532
klügeren;ADJX;0.3532
klügerer;ADJX;0.3532
klügeres;ADJX;0.3532
kluges;ADJX;0.3532
klügst;ADJX;0.3532
klügste;ADJX;0.3532
klügstem;ADJX;0.3532
klügsten;ADJX;0.3532
klügster;ADJX;0.3532
klügstes;ADJX;0.3532
knapp;ADJX;-0.2036
knappe;ADJX;-0.2036
knappem;ADJX;-0.2036
knappen;ADJX;-0.2036
knapper;ADJX;-0.2036
knappere;ADJX;-0.2036
knapperem;ADJX;-0.2036
knapperen;ADJX;-0.2036
knapperer;ADJX;-0.2036
knapperes;ADJX;-0.2036
knappes;ADJX;-0.2036
knappheit;NN;-0.0048
knappst;ADJX;-0.2036
knappste;ADJX;-0.2036
knappstem;ADJX;-0.2036
knappsten;ADJX;-0.2036
knappster;ADJX;-0.2036
knappstes;ADJX;-0.2036
knorke;ADJX;0.004
knorkem;ADJX;0.004
knorken;ADJX;0.004
knorker;ADJX;0.004
knorkere;ADJX;0.004
knorkerem;ADJX;0.004
knorkeren;ADJX;0.004
knorkerer;ADJX;0.004
knorkeres;ADJX;0.004
knorkes;ADJX;0.004
knorkest;ADJX;0.004
knorkeste;ADJX;0.004
knorkestem;ADJX;0.004
knorkesten;ADJX;0.004
knorkester;ADJX;0.004
knorkestes;ADJX;0.004
knuddelig;ADJX;0.2086
knuffig;ADJX;0.0974
knurrig;ADJX;-0.0048
knurrige;ADJX;-0.0048
knurrigem;ADJX;-0.0048
knurrigen;ADJX;-0.0048
knurriger;ADJX;-0.0048
knurrigere;ADJX;-0.0048
knurrigerem;ADJX;-0.0048
knurrigeren;ADJX;-0.0048
knurrigerer;ADJX;-0.0048
knurrigeres;ADJX;-0.0048
knurriges;ADJX;-0.0048
knurrigst;ADJX;-0.0048
knurrigste;ADJX;-0.0048
knurrigstem;ADJX;-0.0048
knurrigsten;ADJX;-0.0048
knurrigster;ADJX;-0.0048
knurrigstes;ADJX;-0.0048
kollabier;VVINF;-0.0048
kollabiere;VVINF;-0.0048
kollabieren;VVINF;-0.0048
kollabierest;VVINF;-0.0048
kollabieret;VVINF;-0.0048
kollabierst;VVINF;-0.0048
kollabiert;VVINF;-0.0048
kollabierte;VVINF;-0.0048
kollabierten;VVINF;-0.0048
kollabiertest;VVINF;-0.0048
kollabiertet;VVINF;-0.0048
kollaps;NN;-0.0048
kollapse;NN;-0.0048
kollapsen;NN;-0.0048
kollapses;NN;-0.0048
kollegial;ADJX;0.0809
kollegiale;ADJX;0.0809
kollegialem;ADJX;0.0809
kollegialen;ADJX;0.0809
kollegialer;ADJX;0.0809
kollegialere;ADJX;0.0809
kollegialerem;ADJX;0.0809
kollegialeren;ADJX;0.0809
kollegialerer;ADJX;0.0809
kollegialeres;ADJX;0.0809
kollegiales;ADJX;0.0809
kollegialst;ADJX;0.0809
kollegialste;ADJX;0.0809
kollegialstem;ADJX;0.0809
kollegialsten;ADJX;0.0809
kollegialster;ADJX;0.0809
kollegialstes;ADJX;0.0809
kollidier;VVINF;-0.0048
kollidiere;VVINF;-0.0048
kollidieren;VVINF;-0.0048
kollidierest;VVINF;-0.0048
kollidieret;VVINF;-0.0048
kollidierst;VVINF;-0.0048
kollidiert;VVINF;-0.0048
kollidierte;VVINF;-0.0048
kollidierten;VVINF;-0.0048
kollidiertest;VVINF;-0.0048
kollidiertet;VVINF;-0.0048
kollision;NN;-0.3323
kollisionen;NN;-0.3323
komfort;NN;0.1808
komfortabel;ADJX;0.08
komfortabelst;ADJX;0.08
komfortabelste;ADJX;0.08
komfortabelstem;ADJX;0.08
komfortabelsten;ADJX;0.08
komfortabelster;ADJX;0.08
komfortabelstes;ADJX;0.08
komfortable;ADJX;0.08
komfortablem;ADJX;0.08
komfortablen;ADJX;0.08
komfortabler;ADJX;0.08
komfortablere;ADJX;0.08
komfortablerem;ADJX;0.08
komfortableren;ADJX;0.08
komfortablerer;ADJX;0.08
komfortableres;ADJX;0.08
komfortables;ADJX;0.08
komforts;NN;0.1808
kommod;ADJX;0.004
kommode;ADJX;0.004
kommodem;ADJX;0.004
kommoden;ADJX;0.004
kommoder;ADJX;0.004
kommodere;ADJX;0.004
kommoderem;ADJX;0.004
kommoderen;ADJX;0.004
kommoderer;ADJX;0.004
kommoderes;ADJX;0.004
kommodes;ADJX;0.004
kommodest;ADJX;0.004
kommodeste;ADJX;0.004
kommodestem;ADJX;0.004
kommodesten;ADJX;0.004
kommodester;ADJX;0.004
kommodestes;ADJX;0.004
kommunikation;NN;0.004
kommunikationen;NN;0.004
kommunikativ;ADJX;0.004
kommunikative;ADJX;0.004
kommunikativem;ADJX;0.004
kommunikativen;ADJX;0.004
kommunikativer;ADJX;0.004
kommunikativere;ADJX;0.004
kommunikativerem;ADJX;0.004
kommunikativeren;ADJX;0.004
kommunikativerer;ADJX;0.004
kommunikativeres;ADJX;0.004
kommunikatives;ADJX;0.004
kommunikativst;ADJX;0.004
kommunikativste;ADJX;0.004
kommunikativstem;ADJX;0.004
kommunikativsten;ADJX;0.004
kommunikativster;ADJX;0.004
kommunikativstes;ADJX;0.004
kompatibel;ADJX;0.004
kompatibelst;ADJX;0.004
kompatibelste;ADJX;0.004
kompatibelstem;ADJX;0.004
kompatibelsten;ADJX;0.004
kompatibelster;ADJX;0.004
kompatibelstes;ADJX;0.004
kompatibilität;NN;0.004
kompatibilitäten;NN;0.004
kompatible;ADJX;0.004
kompatiblem;ADJX;0.004
kompatiblen;ADJX;0.004
kompatibler;ADJX;0.004
kompatiblere;ADJX;0.004
kompatiblerem;ADJX;0.004
kompatibleren;ADJX;0.004
kompatiblerer;ADJX;0.004
kompatibleres;ADJX;0.004
kompatibles;ADJX;0.004
kompensation;NN;0.004
kompensationen;NN;0.004
kompensier;VVINF;0.004
kompensiere;VVINF;0.004
kompensieren;VVINF;0.004
kompensierest;VVINF;0.004
kompensieret;VVINF;0.004
kompensierst;VVINF;0.004
kompensiert;VVINF;0.004
kompensierte;VVINF;0.004
kompensierten;VVINF;0.004
kompensiertest;VVINF;0.004
kompensiertet;VVINF;0.004
kompetent;ADJX;0.0789
kompetente;ADJX;0.0789
kompetentem;ADJX;0.0789
kompetenten;ADJX;0.0789
kompetenter;ADJX;0.0789
kompetentere;ADJX;0.0789
kompetenterem;ADJX;0.0789
kompetenteren;ADJX;0.0789
kompetenterer;ADJX;0.0789
kompetenteres;ADJX;0.0789
kompetentes;ADJX;0.0789
kompetentest;ADJX;0.0789
kompetenteste;ADJX;0.0789
kompetentestem;ADJX;0.0789
kompetentesten;ADJX;0.0789
kompetentester;ADJX;0.0789
kompetentestes;ADJX;0.0789
kompetenz;NN;0.004
kompetenzen;NN;0.004
komplett;ADJX;0.004
komplette;ADJX;0.004
komplettem;ADJX;0.004
kompletten;ADJX;0.004
kompletter;ADJX;0.004
komplettere;ADJX;0.004
kompletterem;ADJX;0.004
kompletteren;ADJX;0.004
kompletterer;ADJX;0.004
kompletteres;ADJX;0.004
komplettes;ADJX;0.004
komplettest;ADJX;0.004
kompletteste;ADJX;0.004
komplettestem;ADJX;0.004
komplettesten;ADJX;0.004
komplettester;ADJX;0.004
komplettestes;ADJX;0.004
komplikation;NN;-0.0048
komplikationen;NN;-0.0048
kompliment;NN;0.3323
komplimente;NN;0.3323
komplimenten;NN;0.3323
komplimentes;NN;0.3323
kompliments;NN;0.3323
kompliziert;ADJX;-0.0384
komplizierte;ADJX;-0.0384
kompliziertem;ADJX;-0.0384
komplizierten;ADJX;-0.0384
komplizierter;ADJX;-0.0384
kompliziertere;ADJX;-0.0384
komplizierterem;ADJX;-0.0384
komplizierteren;ADJX;-0.0384
komplizierterer;ADJX;-0.0384
komplizierteres;ADJX;-0.0384
kompliziertes;ADJX;-0.0384
kompliziertest;ADJX;-0.0384
komplizierteste;ADJX;-0.0384
kompliziertestem;ADJX;-0.0384
kompliziertesten;ADJX;-0.0384
kompliziertester;ADJX;-0.0384
kompliziertestes;ADJX;-0.0384
kompromiss;NN;0.004
kompromisse;NN;0.004
kompromissen;NN;0.004
kompromisses;NN;0.004
kompromisss;NN;0.004
konflikt;NN;-0.0048
konflikte;NN;-0.0048
konflikten;NN;-0.0048
konfliktes;NN;-0.0048
konfliktfrei;ADJX;0.004
konfliktfreie;ADJX;0.004
konfliktfreiem;ADJX;0.004
konfliktfreien;ADJX;0.004
konfliktfreier;ADJX;0.004
konfliktfreiere;ADJX;0.004
konfliktfreierem;ADJX;0.004
konfliktfreieren;ADJX;0.004
konfliktfreierer;ADJX;0.004
konfliktfreieres;ADJX;0.004
konfliktfreies;ADJX;0.004
konfliktfreist;ADJX;0.004
konfliktfreiste;ADJX;0.004
konfliktfreistem;ADJX;0.004
konfliktfreisten;ADJX;0.004
konfliktfreister;ADJX;0.004
konfliktfreistes;ADJX;0.004
konflikts;NN;-0.0048
konfrontation;NN;-0.0048
konfrontationen;NN;-0.0048
konfrontier;VVINF;-0.0048
konfrontiere;VVINF;-0.0048
konfrontieren;VVINF;-0.0048
konfrontierest;VVINF;-0.0048
konfrontieret;VVINF;-0.0048
konfrontierst;VVINF;-0.0048
konfrontiert;VVINF;-0.0048
konfrontierte;VVINF;-0.0048
konfrontierten;VVINF;-0.0048
konfrontiertest;VVINF;-0.0048
konfrontiertet;VVINF;-0.0048
kongenial;ADJX;0.004
kongeniale;ADJX;0.004
kongenialem;ADJX;0.004
kongenialen;ADJX;0.004
kongenialer;ADJX;0.004
kongenialere;ADJX;0.004
kongenialerem;ADJX;0.004
kongenialeren;ADJX;0.004
kongenialerer;ADJX;0.004
kongenialeres;ADJX;0.004
kongeniales;ADJX;0.004
kongenialst;ADJX;0.004
kongenialste;ADJX;0.004
kongenialstem;ADJX;0.004
kongenialsten;ADJX;0.004
kongenialster;ADJX;0.004
kongenialstes;ADJX;0.004
konjunkturaufschwung;NN;0.004
konjunkturaufschwünge;NN;0.004
konjunkturaufschwüngen;NN;0.004
konjunkturaufschwunges;NN;0.004
konjunkturaufschwungs;NN;0.004
konjunkturrückgang;NN;-0.0048
konkret;ADJX;0.004
konkrete;ADJX;0.004
konkretem;ADJX;0.004
konkreten;ADJX;0.004
konkreter;ADJX;0.004
konkretere;ADJX;0.004
konkreterem;ADJX;0.004
konkreteren;ADJX;0.004
konkreterer;ADJX;0.004
konkreteres;ADJX;0.004
konkretes;ADJX;0.004
konkretest;ADJX;0.004
konkreteste;ADJX;0.004
konkretestem;ADJX;0.004
konkretesten;ADJX;0.004
konkretester;ADJX;0.004
konkretestes;ADJX;0.004
konkurrenz;NN;-0.0461
konkurrenzen;NN;-0.0461
konkurrenzfähig;ADJX;0.004
konkurrenzfähige;ADJX;0.004
konkurrenzfähigem;ADJX;0.004
konkurrenzfähigen;ADJX;0.004
konkurrenzfähiger;ADJX;0.004
konkurrenzfähigere;ADJX;0.004
konkurrenzfähigerem;ADJX;0.004
konkurrenzfähigeren;ADJX;0.004
konkurrenzfähigerer;ADJX;0.004
konkurrenzfähigeres;ADJX;0.004
konkurrenzfähiges;ADJX;0.004
konkurrenzfähigst;ADJX;0.004
konkurrenzfähigste;ADJX;0.004
konkurrenzfähigstem;ADJX;0.004
konkurrenzfähigsten;ADJX;0.004
konkurrenzfähigster;ADJX;0.004
konkurrenzfähigstes;ADJX;0.004
konkurrenzkampf;NN;-0.0494
konkurrenzkämpfe;NN;-0.0494
konkurrenzkämpfen;NN;-0.0494
konkurrenzkampfes;NN;-0.0494
konkurrenzkampfs;NN;-0.0494
konkurrieren;VVINF;-0.0048
konkurs;NN;-0.0048
konkurse;NN;-0.0048
konkursen;NN;-0.0048
konkurses;NN;-0.0048
konsens;NN;0.004
konsense;NN;0.004
konsensen;NN;0.004
konsenses;NN;0.004
konsequent;ADJX;0.004
konsequente;ADJX;0.004
konsequentem;ADJX;0.004
konsequenten;ADJX;0.004
konsequenter;ADJX;0.004
konsequentere;ADJX;0.004
konsequenterem;ADJX;0.004
konsequenteren;ADJX;0.004
konsequenterer;ADJX;0.004
konsequenteres;ADJX;0.004
konsequentes;ADJX;0.004
konsequentest;ADJX;0.004
konsequenteste;ADJX;0.004
konsequentestem;ADJX;0.004
konsequentesten;ADJX;0.004
konsequentester;ADJX;0.004
konsequentestes;ADJX;0.004
konsistent;ADJX;0.004
konsistente;ADJX;0.004
konsistentem;ADJX;0.004
konsistenten;ADJX;0.004
konsistenter;ADJX;0.004
konsistentere;ADJX;0.004
konsistenterem;ADJX;0.004
konsistenteren;ADJX;0.004
konsistenterer;ADJX;0.004
konsistenteres;ADJX;0.004
konsistentes;ADJX;0.004
konsistentest;ADJX;0.004
konsistenteste;ADJX;0.004
konsistentestem;ADJX;0.004
konsistentesten;ADJX;0.004
konsistentester;ADJX;0.004
konsistentestes;ADJX;0.004
konsistenz;NN;0.004
konsolidier;VVINF;0.004
konsolidiere;VVINF;0.004
konsolidieren;VVINF;0.004
konsolidierest;VVINF;0.004
konsolidieret;VVINF;0.004
konsolidierst;VVINF;0.004
konsolidiert;VVINF;0.004
konsolidierte;VVINF;0.004
konsolidierten;VVINF;0.004
konsolidiertest;VVINF;0.004
konsolidiertet;VVINF;0.004
konsolidierung;NN;0.004
konsolidierungen;NN;0.004
konstant;ADJX;0.087
konstante;ADJX;0.087
konstantem;ADJX;0.087
konstanten;ADJX;0.087
konstanter;ADJX;0.087
konstantere;ADJX;0.087
konstanterem;ADJX;0.087
konstanteren;ADJX;0.087
konstanterer;ADJX;0.087
konstanteres;ADJX;0.087
konstantes;ADJX;0.087
konstantest;ADJX;0.087
konstanteste;ADJX;0.087
konstantestem;ADJX;0.087
konstantesten;ADJX;0.087
konstantester;ADJX;0.087
konstantestes;ADJX;0.087
konstanz;NN;0.004
konstruktiv;ADJX;0.0894
konstruktive;ADJX;0.0894
konstruktivem;ADJX;0.0894
konstruktiven;ADJX;0.0894
konstruktiver;ADJX;0.0894
konstruktivere;ADJX;0.0894
konstruktiverem;ADJX;0.0894
konstruktiveren;ADJX;0.0894
konstruktiverer;ADJX;0.0894
konstruktiveres;ADJX;0.0894
konstruktives;ADJX;0.0894
konstruktivst;ADJX;0.0894
konstruktivste;ADJX;0.0894
konstruktivstem;ADJX;0.0894
konstruktivsten;ADJX;0.0894
konstruktivster;ADJX;0.0894
konstruktivstes;ADJX;0.0894
konsultation;NN;0.004
konsultationen;NN;0.004
konsultier;VVINF;0.004
konsultiere;VVINF;0.004
konsultieren;VVINF;0.004
konsultierest;VVINF;0.004
konsultieret;VVINF;0.004
konsultierst;VVINF;0.004
konsultiert;VVINF;0.004
konsultierte;VVINF;0.004
konsultierten;VVINF;0.004
konsultiertest;VVINF;0.004
konsultiertet;VVINF;0.004
kontinuierlich;ADJX;0.004
kontinuierliche;ADJX;0.004
kontinuierlichem;ADJX;0.004
kontinuierlichen;ADJX;0.004
kontinuierlicher;ADJX;0.004
kontinuierlichere;ADJX;0.004
kontinuierlicherem;ADJX;0.004
kontinuierlicheren;ADJX;0.004
kontinuierlicherer;ADJX;0.004
kontinuierlicheres;ADJX;0.004
kontinuierliches;ADJX;0.004
kontinuierlichst;ADJX;0.004
kontinuierlichste;ADJX;0.004
kontinuierlichstem;ADJX;0.004
kontinuierlichsten;ADJX;0.004
kontinuierlichster;ADJX;0.004
kontinuierlichstes;ADJX;0.004
kontinuität;NN;0.004
kontraproduktiv;ADJX;-0.6272
kontraproduktive;ADJX;-0.6272
kontraproduktivem;ADJX;-0.6272
kontraproduktiven;ADJX;-0.6272
kontraproduktiver;ADJX;-0.6272
kontraproduktivere;ADJX;-0.6272
kontraproduktiverem;ADJX;-0.6272
kontraproduktiveren;ADJX;-0.6272
kontraproduktiverer;ADJX;-0.6272
kontraproduktiveres;ADJX;-0.6272
kontraproduktives;ADJX;-0.6272
kontraproduktivst;ADJX;-0.6272
kontraproduktivste;ADJX;-0.6272
kontraproduktivstem;ADJX;-0.6272
kontraproduktivsten;ADJX;-0.6272
kontraproduktivster;ADJX;-0.6272
kontraproduktivstes;ADJX;-0.6272
kontrovers;ADJX;-0.3395
kontroverse;ADJX;-0.3395
kontroverse;NN;-0.3329
kontroversem;ADJX;-0.3395
kontroversen;ADJX;-0.3395
kontroversen;NN;-0.3329
kontroverser;ADJX;-0.3395
kontroversere;ADJX;-0.3395
kontroverserem;ADJX;-0.3395
kontroverseren;ADJX;-0.3395
kontroverserer;ADJX;-0.3395
kontroverseres;ADJX;-0.3395
kontroverses;ADJX;-0.3395
kontroversest;ADJX;-0.3395
kontroverseste;ADJX;-0.3395
kontroversestem;ADJX;-0.3395
kontroversesten;ADJX;-0.3395
kontroversester;ADJX;-0.3395
kontroversestes;ADJX;-0.3395
konzertiert;VVINF;0.004
konzertierte;VVINF;0.004
konzertiertem;VVINF;0.004
konzertierten;VVINF;0.004
konzertierter;VVINF;0.004
konzertiertere;VVINF;0.004
konzertierterem;VVINF;0.004
konzertierteren;VVINF;0.004
konzertierterer;VVINF;0.004
konzertierteres;VVINF;0.004
konzertiertes;VVINF;0.004
konzertiertst;VVINF;0.004
konzertiertste;VVINF;0.004
konzertiertstem;VVINF;0.004
konzertiertsten;VVINF;0.004
konzertiertster;VVINF;0.004
konzertiertstes;VVINF;0.004
kooperation;NN;0.004
kooperationen;NN;0.004
kooperativ;ADJX;0.004
kooperative;ADJX;0.004
kooperativem;ADJX;0.004
kooperativen;ADJX;0.004
kooperativer;ADJX;0.004
kooperativere;ADJX;0.004
kooperativerem;ADJX;0.004
kooperativeren;ADJX;0.004
kooperativerer;ADJX;0.004
kooperativeres;ADJX;0.004
kooperatives;ADJX;0.004
kooperativst;ADJX;0.004
kooperativste;ADJX;0.004
kooperativstem;ADJX;0.004
kooperativsten;ADJX;0.004
kooperativster;ADJX;0.004
kooperativstes;ADJX;0.004
kooperieren;VVINF;0.004
koordinieren;VVINF;0.004
koordiniert;ADJX;0.004
koordinierte;ADJX;0.004
koordiniertem;ADJX;0.004
koordinierten;ADJX;0.004
koordinierter;ADJX;0.004
koordiniertere;ADJX;0.004
koordinierterem;ADJX;0.004
koordinierteren;ADJX;0.004
koordinierterer;ADJX;0.004
koordinierteres;ADJX;0.004
koordiniertes;ADJX;0.004
koordiniertst;ADJX;0.004
koordiniertste;ADJX;0.004
koordiniertstem;ADJX;0.004
koordiniertsten;ADJX;0.004
koordiniertster;ADJX;0.004
koordiniertstes;ADJX;0.004
koordinierung;NN;0.004
koordinierungen;NN;0.004
kopfschmerzen;NN;-0.1993
korrekt;ADJX;0.004
korrekte;ADJX;0.004
korrektem;ADJX;0.004
korrekten;ADJX;0.004
korrekter;ADJX;0.004
korrektere;ADJX;0.004
korrekterem;ADJX;0.004
korrekteren;ADJX;0.004
korrekterer;ADJX;0.004
korrekteres;ADJX;0.004
korrektes;ADJX;0.004
korrektest;ADJX;0.004
korrekteste;ADJX;0.004
korrektestem;ADJX;0.004
korrektesten;ADJX;0.004
korrektester;ADJX;0.004
korrektestes;ADJX;0.004
korrektheit;NN;0.004
korrektur;NN;0.004
korrekturen;NN;0.004
korrupt;ADJX;-0.4615
korrupte;ADJX;-0.4615
korruptem;ADJX;-0.4615
korrupten;ADJX;-0.4615
korrupter;ADJX;-0.4615
korruptere;ADJX;-0.4615
korrupterem;ADJX;-0.4615
korrupteren;ADJX;-0.4615
korrupterer;ADJX;-0.4615
korrupteres;ADJX;-0.4615
korruptes;ADJX;-0.4615
korruptest;ADJX;-0.4615
korrupteste;ADJX;-0.4615
korruptestem;ADJX;-0.4615
korruptesten;ADJX;-0.4615
korruptester;ADJX;-0.4615
korruptestes;ADJX;-0.4615
korruption;NN;-0.3439
korruptionen;NN;-0.3439
kostbar;ADJX;0.0777
kostbare;ADJX;0.0777
kostbarem;ADJX;0.0777
kostbaren;ADJX;0.0777
kostbarer;ADJX;0.0777
kostbarere;ADJX;0.0777
kostbarerem;ADJX;0.0777
kostbareren;ADJX;0.0777
kostbarerer;ADJX;0.0777
kostbareres;ADJX;0.0777
kostbares;ADJX;0.0777
kostbarkeit;NN;0.004
kostbarkeiten;NN;0.004
kostbarst;ADJX;0.0777
kostbarste;ADJX;0.0777
kostbarstem;ADJX;0.0777
kostbarsten;ADJX;0.0777
kostbarster;ADJX;0.0777
kostbarstes;ADJX;0.0777
kostengünstig;ADJX;0.004
kostengünstige;ADJX;0.004
kostengünstigem;ADJX;0.004
